,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind
908,2.71,Lyft,Beacon Hill,Boston University,10.5,1.0,76f86435-dab3-45d9-a0b6-06e45218ad97,lyft,Lyft,2018-11-28:09.32.18,33.59,0.42,991.81,,0.83,5.78
3498,2.93,Lyft,Fenway,West End,19.5,1.0,37548dc9-6408-478b-8559-eab82cada510,lyft_premier,Lux,2018-11-29:01.09.23,38.49,0.67,997.22,,0.71,10.07
422,2.42,Lyft,Back Bay,Haymarket Square,22.5,1.0,6e2b589f-9158-433a-88ab-c74eacda3fa1,lyft_lux,Lux Black,2018-11-28:10.02.08,33.25,0.13,991.17,,0.83,5.58
3271,1.82,Lyft,Beacon Hill,North End,19.5,1.0,e1dad452-b952-4365-b7b2-94d516aa3125,lyft_lux,Lux Black,2018-11-26:09.29.09,40.91,1.0,1014.75,,0.93,1.16
3763,4.25,Lyft,Fenway,Financial District,5.0,1.0,4860a06e-7eee-4f4c-a558-edf2294bf56e,lyft_line,Shared,2018-11-29:02.07.18,38.66,0.51,997.89,,0.69,10.46
3076,1.21,Uber,North End,Financial District,6.5,1.0,bd05d726-2185-4237-8966-80f555a1c324,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.09.23,36.82,0.67,997.22,,0.76,10.15
2390,1.76,Lyft,North End,Theatre District,13.5,1.0,5117cd5c-2a7d-4265-b122-498b4498e57a,lyft_plus,Lyft XL,2018-11-26:22.42.25,44.51,0.97,1007.95,0.0092,0.88,9.69
813,1.82,Uber,Back Bay,Fenway,,1.0,ae3886a9-56a6-43f9-b344-855ef181b0a9,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:09.50.11,33.46,0.13,991.22,,0.83,5.34
1899,1.64,Lyft,Haymarket Square,Theatre District,7.0,1.0,65788888-0bf3-4893-97b5-04f5a30b41ed,lyft_line,Shared,2018-11-28:07.33.43,34.89,0.13,991.58,,0.8,6.71
1350,3.44,Uber,Back Bay,South Station,13.0,1.0,d38ae75c-8b5c-4a2d-ba62-fda474645cec,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:09.29.09,42.06,1.0,1014.75,,0.89,1.07
43,1.74,Lyft,South Station,North Station,7.0,1.0,a0deabd4-d0f0-4f89-be9c-6b19e3a3eb20,lyft_line,Shared,2018-11-28:23.02.09,39.9,0.98,995.03,,0.64,9.99
3548,2.51,Uber,Beacon Hill,South Station,29.5,1.0,ec9d463b-ee8d-407a-8608-e3ecf781711d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:14.32.07,39.18,0.45,991.94,,0.66,11.11
334,0.72,Uber,Haymarket Square,West End,6.5,1.0,a60f8eef-b6cc-4c30-ab13-b5e35b6b0724,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:22.42.24,44.52,0.97,1007.96,0.017,0.88,9.61
1424,3.05,Uber,Boston University,North Station,12.0,1.0,858641ed-30ef-42b8-a0b5-a327f82397c0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:00.02.08,39.14,0.82,996.07,,0.67,10.7
301,2.39,Lyft,Back Bay,Haymarket Square,9.0,1.0,cd240b5a-ca88-45e3-91c9-ee5df81b3887,lyft,Lyft,2018-11-28:14.02.07,38.39,0.48,991.64,,0.67,11.36
3163,0.52,Lyft,North Station,Haymarket Square,16.5,1.0,379ede86-d69f-46ca-8204-4b668bea1b09,lyft_lux,Lux Black,2018-11-28:12.32.07,36.08,0.73,991.29,,0.72,7.76
277,2.89,Lyft,Boston University,West End,10.5,1.0,743c6c46-56ec-4c76-93dd-babf026e812d,lyft,Lyft,2018-11-28:13.32.07,38.31,0.59,991.71,,0.68,6.86
658,2.32,Uber,Fenway,Beacon Hill,19.0,1.0,7241545a-c1c1-4d7a-97ce-210ce0d02626,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:11.32.07,32.89,0.35,991.05,,0.83,6.52
215,1.53,Lyft,Back Bay,Boston University,5.0,1.0,c6e7df5b-7733-46cf-aee0-74fb5572fa23,lyft_line,Shared,2018-11-28:21.32.07,40.45,0.86,994.12,,0.65,9.41
2352,1.4,Lyft,Beacon Hill,Haymarket Square,7.0,1.0,6fd767a6-c1d3-4da2-9384-a019bb268cd9,lyft,Lyft,2018-11-28:20.32.07,40.85,1.0,993.18,,0.66,9.8
2858,3.45,Uber,South Station,Back Bay,10.0,1.0,ab53da61-7df8-4d05-8f4b-eb510403472c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.09.23,38.64,0.67,997.24,,0.71,10.04
2769,2.14,Uber,South Station,West End,8.0,1.0,a632ea06-3884-4be3-bf07-bb3faf7eed7a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26:21.05.10,44.71,1.0,1009.12,,0.85,9.25
712,1.79,Uber,Back Bay,Haymarket Square,,1.0,ff93a48f-d241-4d72-b4fd-164b8ab7648c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:21.32.07,40.57,0.83,994.01,,0.65,9.59
1147,1.34,Uber,Fenway,Back Bay,11.5,1.0,af4d3c42-106b-46f5-97b4-33a9198e7c1a,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:23.49.34,39.4,0.87,995.92,,0.66,10.38
1732,1.61,Uber,Haymarket Square,Theatre District,12.0,1.0,d8cbe887-092e-4597-82d1-183dcf669404,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:12.05.09,40.11,0.95,1015.2,,0.93,2.6
3798,2.3,Uber,Back Bay,Haymarket Square,30.5,1.0,2d61cf2b-2dbc-4c95-ae84-89a0e1ef6cb4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-02:19.53.05,50.44,1.0,1004.05,,0.93,2.44
841,1.0,Uber,Financial District,Haymarket Square,27.5,1.0,d922209e-8b38-48f1-b5e5-1e9dd12ecb33,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:02.32.08,38.05,0.37,998.28,,0.71,10.79
343,0.54,Lyft,North Station,Haymarket Square,10.5,1.0,ac9fcb60-d194-4eae-9a2d-1bddb9d55b7a,lyft_plus,Lyft XL,2018-11-26:04.40.55,40.58,0.87,1014.18,,0.93,2.55
2765,2.3,Uber,Back Bay,Haymarket Square,9.5,1.0,df65ee11-9411-4336-b093-6674d3f686c9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:12.02.07,34.61,0.82,991.2,,0.75,6.38
3298,0.9,Uber,North End,North Station,,1.0,8787c53e-2907-4182-98ae-b19cc2b236ad,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:15.06.23,39.63,0.27,991.75,,0.65,8.3
3622,1.71,Lyft,South Station,West End,16.5,1.0,39ca87ac-12bc-43c2-9f8e-429c04b5fcbb,lyft_premier,Lux,2018-11-26:10.05.10,40.75,1.0,1014.75,,0.93,1.87
3559,0.91,Lyft,Financial District,Haymarket Square,11.0,1.0,f75346be-0894-4e6b-8aaa-b98b925f8920,lyft_premier,Lux,2018-11-28:08.54.56,34.14,0.52,991.61,,0.81,4.96
3557,0.91,Lyft,Financial District,Haymarket Square,9.0,1.0,a14cf7c5-c009-49e5-ab57-95b36ece80ca,lyft_plus,Lyft XL,2018-11-28:08.54.56,34.14,0.52,991.61,,0.81,4.96
631,0.66,Lyft,West End,Haymarket Square,5.0,1.0,f1ccebae-fe90-4fa7-880c-31b74685f530,lyft_line,Shared,2018-11-26:07.46.10,41.08,0.98,1014.25,,0.91,1.48
3132,3.61,Uber,Back Bay,North End,9.5,1.0,6a336e89-6049-4215-a743-cf49d196a8b4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:07.46.10,41.3,0.94,1014.19,,0.93,1.97
3726,2.19,Uber,North End,Beacon Hill,29.0,1.0,af4742e9-fd7e-4269-821c-d8bf492431b8,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:19.32.07,40.52,1.0,992.58,,0.66,9.92
3071,4.72,Uber,Financial District,Boston University,42.0,1.0,70f6a1d9-4388-4e1d-9d3a-2b196e88dd8e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:09.50.11,33.78,0.13,991.21,,0.82,5.3
1114,4.4,Uber,Financial District,Fenway,19.5,1.0,7f48b000-57cb-4e7f-9344-80b1cbc97f51,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:18.02.07,41.37,0.96,991.49,0.003,0.63,9.48
1568,4.55,Uber,Financial District,Northeastern University,11.5,1.0,d6ae098a-a140-4552-8b7a-f9355b11ae61,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:07.31.37,34.89,0.16,991.79,,0.8,6.53
1318,5.56,Uber,Boston University,Financial District,14.5,1.0,5745ef44-85fa-4789-971e-6d04e70fc1f3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:00.45.22,38.87,0.04,992.1,,0.73,7.53
1833,1.11,Lyft,Northeastern University,Back Bay,7.0,1.0,999f28a8-4cb1-462e-95af-08a78bc5b78c,lyft,Lyft,2018-11-28:11.02.07,33.02,0.38,990.65,,0.83,6.49
2784,2.38,Lyft,Beacon Hill,Fenway,38.0,1.25,dff5a7e6-a80b-4e67-b5ce-b584ab430836,lyft_luxsuv,Lux Black XL,2018-11-28:13.32.07,37.97,0.55,991.86,,0.69,6.53
2262,4.55,Uber,Financial District,Northeastern University,20.5,1.0,256ab02d-ea00-45e5-b5c1-e1820dd7fc2e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:02.06.46,38.25,0.51,997.92,,0.71,10.26
1725,1.81,Uber,Northeastern University,Theatre District,17.0,1.0,72c1926f-eb5f-413e-96bc-6bc120e4dd52,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:12.05.09,40.11,0.95,1015.2,,0.93,2.6
1978,3.01,Uber,Boston University,North Station,10.5,1.0,5122fb32-5823-4f62-b152-31183b5ee975,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:10.32.07,32.7,0.16,991.4,,0.85,6.39
418,0.49,Uber,North Station,Haymarket Square,26.5,1.0,84bd69b3-9985-40a8-8266-64b31729d891,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:10.02.08,33.25,0.13,991.17,,0.83,5.58
3613,3.17,Uber,North End,Back Bay,35.0,1.0,9a368b62-670c-437b-8229-ca8b06a9f11d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:00.49.07,38.85,0.76,996.8,,0.7,9.67
1990,3.05,Lyft,Northeastern University,West End,19.5,1.0,e74e702f-9d93-4473-9e7b-ab12941b151b,lyft_premier,Lux,2018-11-26:06.16.15,40.42,1.0,1014.18,,0.92,1.23
2461,1.12,Lyft,Northeastern University,Back Bay,10.5,1.0,d2d4d49b-881f-405a-8918-37919093b526,lyft_plus,Lyft XL,2018-11-29:01.02.08,38.74,0.71,997.14,,0.7,9.89
49,3.13,Lyft,Boston University,North Station,19.5,1.0,5209c07c-dbb1-495e-8f23-b3fb51ac12d4,lyft_premier,Lux,2018-11-28:23.02.09,39.9,0.98,995.03,,0.64,9.99
1255,2.27,Uber,Boston University,Beacon Hill,26.5,1.0,cf0d3dfb-18a6-4b25-b5d1-db5cad895bc9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27:01.45.22,44.27,1.0,1004.45,0.693,0.9,13.31
3535,4.72,Uber,Financial District,Boston University,29.5,1.0,4f8a7b7c-2002-4d67-bf1d-c4b15f93a3af,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:00.49.08,38.85,0.77,996.82,,0.7,9.55
2911,1.41,Uber,Theatre District,North End,9.5,1.0,50c68908-a8bc-4c67-b07d-9eced1d3d9c0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:11.32.07,33.13,0.35,991.04,,0.82,6.58
2160,0.98,Uber,North End,West End,10.5,1.0,c4f679bd-5231-4a3b-8036-ded253f773a5,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:14.02.07,38.41,0.48,991.64,,0.67,11.42
164,1.41,Uber,Boston University,Back Bay,12.5,1.0,c517719a-a04b-4565-8de9-19257685fc45,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:10.32.07,32.86,0.16,991.42,,0.85,6.36
2724,3.25,Lyft,North Station,Northeastern University,34.0,1.0,c9a60229-7a6a-4483-9d5b-32cce1d6f3b3,lyft_luxsuv,Lux Black XL,2018-11-28:23.02.09,39.88,0.98,995.06,,0.64,9.97
1122,2.42,Lyft,Beacon Hill,Fenway,30.0,1.0,a6363860-19a4-4ca7-8ce9-4c2540d70fe7,lyft_luxsuv,Lux Black XL,2018-11-28:18.02.07,41.37,0.96,991.49,0.003,0.63,9.48
1484,0.57,Lyft,North Station,Haymarket Square,3.0,1.0,8cd0c175-91d9-4ca6-bee3-c82cdf2b9889,lyft_line,Shared,2018-11-26:06.14.17,40.5,1.0,1014.19,,0.91,1.23
239,0.49,Uber,North Station,Haymarket Square,9.5,1.0,055164f0-a224-42ae-a41b-50cdbc26fa75,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:19.35.10,45.86,0.91,1010.89,,0.83,8.59
2789,1.17,Lyft,Theatre District,Haymarket Square,13.5,1.0,367f07a0-5519-4d56-9a4a-f730b7ffb7c3,lyft_plus,Lyft XL,2018-11-28:11.06.24,33.21,0.37,990.67,,0.82,6.61
3796,1.16,Uber,West End,North End,,1.0,7a2e82ba-196a-458b-9c97-0b5bf3a03abd,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:10.02.08,33.28,0.13,991.17,,0.83,5.59
530,2.13,Lyft,Northeastern University,Theatre District,16.5,1.0,78109d05-fa6e-49f0-89fa-06dd1a290761,lyft_plus,Lyft XL,2018-11-28:07.34.35,34.91,0.15,991.77,,0.8,6.69
1056,0.59,Lyft,South Station,Theatre District,16.5,1.0,30b4adf1-b3a3-4a87-8c07-b90f268463b9,lyft_lux,Lux Black,2018-11-28:13.32.07,37.5,0.54,991.79,,0.7,7.25
1414,2.84,Uber,Fenway,West End,,1.0,a0870332-9a05-42f7-8935-d81a4a6cdb41,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:09.43.15,33.15,0.4,991.95,,0.85,6.78
377,1.47,Lyft,Boston University,Back Bay,9.0,1.0,351af172-1889-4954-8d1c-8157ec29d63c,lyft,Lyft,2018-11-28:21.53.39,40.82,0.85,993.97,,0.63,9.13
1128,0.99,Lyft,Beacon Hill,Haymarket Square,7.0,1.0,d8feef84-b5cb-42f2-90ab-ec23d8f9bacd,lyft,Lyft,2018-11-29:06.41.41,37.59,0.61,1000.59,,0.71,10.58
3607,1.33,Lyft,South Station,Back Bay,13.5,1.0,e19a9b92-6717-4352-ab81-12732b1649bc,lyft_premier,Lux,2018-11-29:00.02.07,39.23,0.83,996.09,,0.66,10.67
1092,0.57,Lyft,Financial District,South Station,10.5,1.0,298fb4a9-0fc4-4e31-9243-821d9413a201,lyft_premier,Lux,2018-11-29:01.02.08,36.8,0.71,997.12,,0.76,10.01
3520,1.33,Uber,South Station,West End,27.0,1.0,f201cf8a-59a9-43e9-958e-fdc40fc14fc9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:10.32.07,32.64,0.16,991.4,,0.86,6.39
3220,4.55,Lyft,Boston University,Financial District,34.0,1.0,62ffb500-2599-42bb-9266-00b75becfb1d,lyft_lux,Lux Black,2018-11-28:17.32.07,41.56,0.85,991.66,,0.63,9.94
622,2.57,Lyft,Beacon Hill,South Station,9.0,1.0,b1d9269b-108f-4048-998d-687a24f2b6d8,lyft,Lyft,2018-11-27:00.58.48,44.58,0.98,1005.98,0.2002,0.88,9.97
2115,2.36,Lyft,Fenway,Beacon Hill,9.0,1.0,8f181fdf-9535-4f0f-9f51-3b1a076dcaa3,lyft,Lyft,2018-11-28:14.32.07,38.84,0.44,991.94,,0.67,11.2
1736,1.34,Uber,Fenway,Back Bay,6.5,1.0,7c3b3e83-d970-4e61-ad1d-908a9faef318,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:11.32.07,32.98,0.42,990.91,,0.83,7.06
2930,3.36,Lyft,Northeastern University,North Station,16.5,1.0,e66cbe1f-b67a-4dbd-afcc-fb4b010cafe4,lyft_plus,Lyft XL,2018-12-14:01.45.03,30.07,0.79,1035.03,,0.69,2.28
507,1.13,Uber,Financial District,North End,7.5,1.0,81e43f00-b538-4c9b-a99a-d905c57f89c1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97
2220,1.53,Lyft,North End,Beacon Hill,38.0,1.5,ca3e8304-1b7f-47d1-b715-d67713f2b8e1,lyft_luxsuv,Lux Black XL,2018-11-29:00.51.44,38.77,0.75,996.83,,0.7,9.74
1598,2.67,Uber,Beacon Hill,North End,9.5,1.0,6f72f43f-3114-4a18-93c2-794e9fe1d7a3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:17.32.07,41.4,0.85,991.66,,0.64,9.93
757,1.18,Lyft,North End,North Station,13.5,1.0,8a60e741-965f-4bb1-a86f-3153cf4cb54a,lyft_premier,Lux,2018-11-29:04.02.07,37.64,0.62,998.37,,0.71,9.3
2689,0.7,Lyft,Haymarket Square,North Station,16.5,1.0,9eaca1a7-eca8-4017-86fa-ae0157c823f9,lyft_lux,Lux Black,2018-11-28:15.02.08,39.59,0.26,991.73,,0.65,8.16
3031,1.8,Uber,Northeastern University,Theatre District,,1.0,1aecc5ac-8c05-44a6-b684-d17acbe48a5d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-27:00.43.39,43.66,0.97,1005.88,0.2154,0.92,11.22
383,2.98,Uber,Theatre District,Boston University,25.0,1.0,24ccefbb-cb69-41b7-b16e-2bf8d2e7b628,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:15.02.08,39.48,0.28,991.75,,0.65,8.35
1282,3.21,Lyft,North Station,Northeastern University,7.0,1.0,c4f874c7-d924-4c56-bb58-a3c00079e65a,lyft_line,Shared,2018-11-28:19.06.23,40.87,1.0,991.93,,0.64,9.47
298,2.25,Uber,Boston University,Beacon Hill,19.5,1.0,9c40192c-e286-44ac-a49f-3c0af630d65b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:11.06.24,32.97,0.38,990.68,,0.83,6.59
3159,0.48,Lyft,South Station,Financial District,7.0,1.0,9a431704-900f-4f51-9ff3-c0eef236a8a0,lyft,Lyft,2018-11-28:12.32.07,36.63,0.73,991.3,,0.7,7.79
2766,3.01,Uber,Boston University,North Station,,1.0,d8168747-eb85-4d9f-aa16-07a4a769d73a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:21.05.10,44.76,1.0,1009.12,,0.85,9.26
1034,1.73,Lyft,Haymarket Square,Theatre District,16.5,1.0,90040fe4-1043-4bba-ab00-adf2efe9da15,lyft_premier,Lux,2018-11-28:10.02.08,33.1,0.13,991.18,,0.84,5.59
2102,1.44,Uber,South Station,West End,8.0,1.0,d74f59be-7516-4a99-bd9e-a705e43b6eb3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:16.02.07,41.24,0.63,991.56,,0.62,9.88
3216,3.3,Uber,Northeastern University,Financial District,26.0,1.0,7867560f-0e19-41cf-81e6-597b5409b6a1,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:17.32.07,41.56,0.85,991.66,,0.63,9.94
664,2.2,Uber,Haymarket Square,Back Bay,19.5,1.0,ac5744d7-897c-42c3-8033-cf08f479a07a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:01.32.08,38.46,0.65,997.43,,0.72,10.06
2740,3.5,Lyft,North Station,Boston University,19.5,1.0,a6620524-361c-4822-b935-a8ebe34b624e,lyft_plus,Lyft XL,2018-11-28:12.02.07,34.5,0.84,991.23,,0.76,6.29
3775,4.5,Lyft,Fenway,Financial District,22.5,1.0,ae515fb8-6433-45ec-8053-cc8d6d6039f3,lyft_plus,Lyft XL,2018-11-29:01.51.40,38.49,0.58,997.62,0.002,0.7,10.02
2739,3.5,Lyft,North Station,Boston University,10.5,1.0,a282a3c8-b53e-4863-943a-1bc00eeff44f,lyft,Lyft,2018-11-28:12.02.07,34.5,0.84,991.23,,0.76,6.29
1900,1.61,Uber,Haymarket Square,Theatre District,15.0,1.0,4c50ba8a-0b95-4114-aef7-4e219f85c5ff,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:07.33.43,34.89,0.13,991.58,,0.8,6.71
2230,2.71,Lyft,South Station,Back Bay,45.5,1.5,f280e558-1334-47e3-ad56-aeaff19e0c0b,lyft_luxsuv,Lux Black XL,2018-11-29:04.02.07,37.73,0.61,998.38,,0.7,9.28
1448,2.19,Uber,North End,Beacon Hill,14.5,1.0,28f6c0c4-c3bf-4475-b782-eefd5e38e72b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:04.32.07,37.57,0.5,998.74,,0.71,9.96
1490,2.38,Uber,North Station,South Station,20.5,1.0,1fc7def3-c7c6-42e4-92cb-8c1a1d476385,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:04.39.58,38.06,0.48,998.83,,0.7,10.23
3624,1.03,Uber,North Station,North End,7.0,1.0,37cb9510-d8b7-4336-879e-54034aa6cff2,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:22.02.09,40.81,0.84,994.06,,0.63,9.27
384,2.98,Uber,Theatre District,Boston University,10.5,1.0,26bc669b-2b70-43fe-9c0f-13e3c41e9a11,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:15.02.08,39.48,0.28,991.75,,0.65,8.35
2601,1.04,Uber,Financial District,North End,,1.0,de1c0458-7dbf-4d2e-89c7-5e53588ebc71,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:11.06.24,33.24,0.37,990.67,,0.82,6.63
3653,3.26,Uber,West End,Fenway,37.5,1.0,44e4a46e-320a-432d-ab01-3eba3cc13f0d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:15.06.22,39.64,0.28,991.79,,0.65,8.4
522,1.41,Uber,Theatre District,North End,27.5,1.0,1aa105d4-34de-4454-bf05-6816c96be996,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:01.02.08,38.72,0.7,997.11,,0.7,9.97
1473,1.5,Uber,Back Bay,Fenway,15.0,1.0,356a9876-0b21-48ab-bc53-866454d721d7,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-27:02.15.22,44.11,1.0,1003.08,0.117,0.91,13.58
314,2.8,Uber,Boston University,West End,9.5,1.0,a39097fb-0cbf-4395-bed2-0f110dcf0e02,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.53.39,38.44,0.57,997.66,,0.7,10.01
3603,1.21,Lyft,West End,North End,5.0,1.0,a916c5fe-5751-4e94-89f6-e49e052c373b,lyft_line,Shared,2018-11-29:04.32.07,37.55,0.51,998.73,,0.71,10.03
2450,0.56,Uber,Haymarket Square,North Station,26.0,1.0,ec455f27-e289-43dc-8db5-0ab16a576af2,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:19.02.08,40.98,1.0,991.81,,0.64,9.5
3598,1.86,Lyft,West End,South Station,22.5,1.0,723549ff-6d41-47fb-80a9-b1278afcbcd8,lyft_lux,Lux Black,2018-11-28:13.02.07,36.98,0.64,991.56,,0.7,6.67
2270,2.44,Uber,Northeastern University,Financial District,34.0,1.0,817c1184-e2ab-4aa8-81e3-d8005f0b96c3,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29:00.02.07,39.56,0.83,996.07,,0.66,10.79
1981,2.54,Lyft,Theatre District,Fenway,7.0,1.0,13c5b9e0-a34c-4cfc-bf0d-b21cbf20e1ec,lyft_line,Shared,2018-11-27:00.58.48,43.85,0.98,1005.92,0.167,0.91,9.82
1291,2.79,Uber,Beacon Hill,Boston University,19.5,1.0,ec229067-4391-4731-a0e9-43b26ad760e3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29:04.32.07,37.62,0.49,998.77,,0.71,9.81
2773,1.44,Lyft,North End,Beacon Hill,13.5,1.0,dca003c6-31cb-463e-ba17-ccabcba6059c,lyft_premier,Lux,2018-11-26:13.05.09,41.69,0.93,1015.39,,0.91,3.52
2845,2.11,Lyft,South Station,North Station,27.5,1.0,bac8b5d6-929f-4fc0-9e1a-7820d425de4a,lyft_luxsuv,Lux Black XL,2018-11-28:14.02.08,38.44,0.48,991.64,,0.67,11.41
2480,2.56,Lyft,Back Bay,South Station,22.5,1.0,d385f9b8-f4d0-4b28-be2e-60af907ae2c1,lyft_premier,Lux,2018-12-02:19.53.04,50.65,1.0,1004.05,,0.92,2.47
1120,2.42,Lyft,Beacon Hill,Fenway,19.5,1.0,40551b0d-4aa7-42dc-b993-5deca9dde0a3,lyft_lux,Lux Black,2018-11-28:18.02.07,41.37,0.96,991.49,0.003,0.63,9.48
3080,0.39,Uber,South Station,Financial District,5.5,1.0,097b2ae6-95b0-4d38-ad2c-bd5227e919fa,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.09.23,36.82,0.67,997.22,,0.76,10.15
3089,2.73,Lyft,Beacon Hill,Boston University,10.5,1.0,9ef90574-fd4b-47d4-abaa-09d12fb3394a,lyft,Lyft,2018-11-29:02.32.08,38.14,0.37,998.34,,0.71,10.49
596,1.3,Uber,Theatre District,South Station,,1.0,e587a185-5abe-44f5-9d54-98a9da102df4,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-27:20.15.22,43.36,0.71,991.09,,0.71,8.8
3565,1.56,Lyft,Haymarket Square,North Station,5.0,1.0,8fb9a22d-36be-47ce-a452-dfef09f07b9b,lyft_line,Shared,2018-11-26:10.05.10,40.79,1.0,1014.75,,0.93,1.87
1266,1.61,Uber,Haymarket Square,Theatre District,,1.0,498654d6-537a-4891-9a86-229886f6e24d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:04.46.23,37.69,0.45,998.92,,0.7,9.42
1661,2.62,Uber,Boston University,Theatre District,9.0,1.0,3138f5e0-b7bb-43e9-b5c1-0fd4678dc11e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29:01.09.23,38.44,0.67,997.23,,0.71,10.12
2068,2.34,Uber,Back Bay,North End,9.5,1.0,c8a3ba7c-e895-4a9e-8346-c57458fdb49e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:09.32.18,33.42,0.42,991.73,,0.84,5.95
975,1.36,Uber,Beacon Hill,Haymarket Square,,1.0,850b0cac-aade-4da0-b540-4c94ed4c4d62,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:07.33.43,35.02,0.15,991.75,,0.8,6.68
