,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,time_ride,date_hour,temp,location,clouds,pressure,rain,humidity,wind,time_weather
3593,3.16,Lyft,Fenway,North Station,11.0,1.0,b7343b1e-3878-4403-bc7f-77422eaf30aa,lyft,Lyft,2018-12-01 15:53:05.858,2018-12-01:15.53.05,39.94,North Station,0.11,1022.78,0.0,0.61,3.36,2018-12-01 15:53:05.000
1132,2.05,Lyft,South Station,North Station,13.5,1.0,8c2d0e6a-d8d5-40f1-a94a-7b7d5abc2db9,lyft_plus,Lyft XL,2018-11-26 19:05:10.024,2018-11-26:19.05.10,45.8,North Station,0.97,1010.98,0.0,0.84,8.03,2018-11-26 19:05:10.000
807,2.66,Uber,Theatre District,Fenway,27.0,1.0,0c0b51f4-91bc-43b6-a17e-87024ed47acf,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 02:32:08.058,2018-11-29:02.32.08,37.93,Fenway,0.37,998.28,0.0,0.71,10.88,2018-11-29 02:32:08.000
3523,0.92,Uber,North End,Financial District,8.5,1.0,80a14046-d897-4717-b80d-7e089bc71cd4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 10:32:07.658,2018-11-28:10.32.07,33.53,Financial District,0.15,991.41,0.0,0.83,6.45,2018-11-28 10:32:07.000
2576,1.33,Lyft,Beacon Hill,Haymarket Square,27.5,1.0,911a7cf2-cd99-4d16-9746-31d4a3f1a0ba,lyft_luxsuv,Lux Black XL,2018-11-28 16:32:08.190,2018-11-28:16.32.08,41.13,Haymarket Square,0.68,991.6,0.0,0.63,10.38,2018-11-28 16:32:08.000
2089,2.79,Uber,Beacon Hill,Boston University,30.5,1.0,4f1bd85d-47f2-4a0d-8c55-4630734e7bc7,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 23:53:40.525,2018-11-28:23.53.40,39.34,Boston University,0.85,995.99,0.0,0.66,10.35,2018-11-28 23:53:40.000
718,3.0,Lyft,Theatre District,Boston University,7.0,1.0,93a59f15-5e01-4cf9-acea-08d8bd278053,lyft_line,Shared,2018-11-29 00:37:34.917,2018-11-29:00.37.34,38.65,Boston University,0.75,996.83,0.0,0.69,10.79,2018-11-29 00:37:34.000
136,1.02,Lyft,North End,Financial District,27.5,1.0,1e5ab64e-f6a7-46eb-8b76-af5fcec0e4e4,lyft_luxsuv,Lux Black XL,2018-11-28 17:02:08.126,2018-11-28:17.02.08,41.41,Financial District,0.92,991.49,0.0,0.63,9.25,2018-11-28 17:02:08.000
2532,2.36,Lyft,Fenway,Beacon Hill,9.0,1.0,92b329e4-b0eb-49bd-8bcf-26dbe788edca,lyft,Lyft,2018-11-26 19:35:10.118,2018-11-26:19.35.10,45.91,Beacon Hill,0.91,1010.88,0.0,0.83,8.61,2018-11-26 19:35:10.000
2276,1.64,Uber,Back Bay,Northeastern University,16.0,1.0,9258c381-026a-4995-8f18-7bbfc3287026,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 16:02:07.822,2018-11-28:16.02.07,41.4,Northeastern University,0.61,991.57,0.0,0.61,9.96,2018-11-28 16:02:07.000
2721,3.25,Lyft,North Station,Northeastern University,11.0,1.0,32a1951f-ab8d-4f79-ab48-33e3d9c8e241,lyft,Lyft,2018-11-28 23:02:09.682,2018-11-28:23.02.09,39.88,Northeastern University,0.98,995.06,0.0,0.64,9.97,2018-11-28 23:02:09.000
630,1.41,Uber,Theatre District,North End,10.5,1.0,41f22459-20e7-48c4-a5c5-f464102a60a4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26 04:41:36.503,2018-11-26:04.41.36,40.61,North End,0.87,1014.18,0.0,0.93,2.58,2018-11-26 04:41:36.000
1253,1.38,Uber,North End,Beacon Hill,11.5,1.0,d7509738-d932-418e-b1d8-94818e72a028,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27 01:45:22.128,2018-11-27:01.45.22,44.27,Beacon Hill,1.0,1004.45,0.693,0.9,13.31,2018-11-27 01:45:22.000
3382,3.05,Uber,Fenway,North Station,34.0,1.0,ba3c20b3-7700-49bb-832c-9a317734638c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27 00:58:48.539,2018-11-27:00.58.48,44.02,North Station,0.98,1006.01,0.1378,0.9,9.98,2018-11-27 00:58:48.000
184,2.79,Uber,Beacon Hill,Boston University,8.5,1.0,5f341172-7ea1-4e02-8931-f5b14fc70dcf,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27 01:45:22.368,2018-11-27:01.45.22,44.24,Boston University,1.0,1004.39,0.552,0.9,13.03,2018-11-27 01:45:22.000
2170,3.14,Lyft,West End,Boston University,19.5,1.0,92d15b18-a9f4-4ab7-b76f-8068e8e58966,lyft_premier,Lux,2018-12-04 02:53:03.377,2018-12-04:02.53.03,45.07,Boston University,0.25,1003.18,0.0,0.62,9.13,2018-12-04 02:53:03.000
923,1.83,Lyft,West End,South Station,16.5,1.25,674c8cc3-f792-44dd-b53a-0d45dd646c17,lyft_plus,Lyft XL,2018-11-28 17:32:07.546,2018-11-28:17.32.07,41.61,South Station,0.85,991.66,0.0,0.63,9.94,2018-11-28 17:32:07.000
2048,1.44,Uber,Boston University,Back Bay,8.0,1.0,38f48f62-a82c-4958-8618-da2de10cdcaa,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 07:34:35.409,2018-11-28:07.34.35,35.0,Back Bay,0.15,991.78,0.0,0.8,6.62,2018-11-28 07:34:35.000
700,2.66,Uber,Fenway,Theatre District,9.5,1.0,7094b227-e112-4f5d-84c2-383cb71a2e8c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 23:02:09.913,2018-11-28:23.02.09,39.88,Theatre District,0.98,995.04,0.0,0.64,10.05,2018-11-28 23:02:09.000
2664,2.66,Uber,Theatre District,Fenway,9.5,1.0,413dcc72-5caf-443a-8161-1252f3dbaba8,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 10:32:07.620,2018-11-28:10.32.07,32.65,Fenway,0.17,991.26,0.0,0.86,6.29,2018-11-28 10:32:07.000
550,2.79,Uber,Beacon Hill,Boston University,16.0,1.0,6503296b-0464-49a8-8d73-67f2fae35595,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 06:49:50.129,2018-11-29:06.49.50,37.9,Boston University,0.99,1000.2,0.0,0.69,9.98,2018-11-29 06:49:50.000
850,0.62,Uber,West End,Haymarket Square,16.0,1.0,d61af89a-0275-4b2a-a5f5-81775e37d052,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 01:09:23.346,2018-11-29:01.09.23,38.58,Haymarket Square,0.67,997.22,0.0,0.71,10.1,2018-11-29 01:09:23.000
284,3.07,Uber,North Station,Fenway,25.0,1.0,f9e053b7-d369-4eb9-a63e-ccd1fcb6c636,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 13:02:07.765,2018-11-28:13.02.07,36.85,Fenway,0.63,991.58,0.0,0.7,6.36,2018-11-28 13:02:07.000
3704,2.46,Uber,Beacon Hill,Fenway,10.5,1.0,99d51d54-d040-4c6d-8c93-cbf4f2c27812,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26 19:35:09.603,2018-11-26:19.35.09,45.8,Fenway,0.92,1010.86,0.0,0.83,8.67,2018-11-26 19:35:09.000
2233,0.54,Uber,Financial District,South Station,27.0,1.0,1c13271e-6c87-46ef-aedb-4e9331a133f6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 23:02:09.584,2018-11-28:23.02.09,40.49,South Station,0.99,995.03,0.0,0.62,10.1,2018-11-28 23:02:09.000
134,4.48,Uber,Fenway,Financial District,12.5,1.0,eed60e21-c11f-44d4-9bb2-40150c16a0af,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 17:02:08.297,2018-11-28:17.02.08,41.41,Financial District,0.92,991.49,0.0,0.63,9.25,2018-11-28 17:02:08.000
783,0.76,Lyft,Haymarket Square,West End,10.5,1.0,5f679074-c737-4220-b8cf-bc95abb8ddf0,lyft_premier,Lux,2018-11-28 15:02:07.364,2018-11-28:15.02.07,39.55,West End,0.26,991.73,0.0,0.65,8.17,2018-11-28 15:02:07.000
1349,3.44,Uber,Back Bay,South Station,10.0,1.0,7e98d84a-eb1b-41c1-866e-5f7e28a3c6be,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26 09:29:09.818,2018-11-26:09.29.09,42.06,South Station,1.0,1014.75,0.0,0.89,1.07,2018-11-26 09:29:09.000
2733,1.71,Lyft,North End,Theatre District,16.5,1.0,576f2a56-0aef-4441-883a-6233ff1de09b,lyft_premier,Lux,2018-11-26 19:35:10.042,2018-11-26:19.35.10,45.71,Theatre District,0.91,1010.88,0.0,0.84,8.61,2018-11-26 19:35:10.000
277,2.89,Lyft,Boston University,West End,10.5,1.0,743c6c46-56ec-4c76-93dd-babf026e812d,lyft,Lyft,2018-11-28 13:32:07.894,2018-11-28:13.32.07,38.31,West End,0.59,991.71,0.0,0.68,6.86,2018-11-28 13:32:07.000
2814,2.49,Lyft,Northeastern University,Beacon Hill,30.0,1.0,9d1f770c-874d-468d-b62e-73b01474c092,lyft_luxsuv,Lux Black XL,2018-11-29 04:39:58.811,2018-11-29:04.39.58,37.54,Beacon Hill,0.47,998.84,0.0019,0.72,10.14,2018-11-29 04:39:58.000
3308,2.38,Uber,Back Bay,North End,16.0,1.0,4d673a34-842a-4bed-b9ca-e01c80a5c7ac,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-27 00:58:48.958,2018-11-27:00.58.48,44.09,North End,0.98,1006.01,0.161,0.9,10.0,2018-11-27 00:58:48.000
2916,3.04,Lyft,Northeastern University,West End,16.5,1.0,275d22ca-bf25-4e0f-bde8-45ef85987cbe,lyft_plus,Lyft XL,2018-11-28 11:32:07.527,2018-11-28:11.32.07,33.07,West End,0.35,991.05,0.0,0.82,6.53,2018-11-28 11:32:07.000
509,1.46,Uber,Beacon Hill,North End,27.0,1.0,6f7fbba4-2c11-4c12-9ea6-a9187150a89a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29 01:02:08.356,2018-11-29:01.02.08,38.72,North End,0.7,997.11,0.0,0.7,9.97,2018-11-29 01:02:08.000
589,3.01,Uber,Boston University,North Station,11.0,1.0,66bca1e0-97b4-4885-ba45-9f5d22c66b42,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 17:32:07.858,2018-11-28:17.32.07,41.43,North Station,0.86,991.66,0.0,0.64,9.92,2018-11-28 17:32:07.000
934,1.34,Lyft,Haymarket Square,Beacon Hill,16.5,1.0,2730850e-3e2d-4f35-847e-78a65870b117,lyft_lux,Lux Black,2018-11-26 09:29:09.835,2018-11-26:09.29.09,40.87,Beacon Hill,1.0,1014.75,0.0,0.93,1.23,2018-11-26 09:29:09.000
316,2.8,Uber,Boston University,West End,16.0,1.0,c0c27833-4d31-4e3d-8dc2-8e74b0747e9c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 01:53:39.325,2018-11-29:01.53.39,38.44,West End,0.57,997.66,0.0,0.7,10.01,2018-11-29 01:53:39.000
1073,1.71,Uber,West End,South Station,27.5,1.0,07d81663-566c-49ce-9e2f-e164e9188c59,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27 01:45:22.042,2018-11-27:01.45.22,44.31,South Station,1.0,1004.19,0.7505,0.9,12.48,2018-11-27 01:45:22.000
3502,3.45,Uber,South Station,Back Bay,10.5,1.0,21d2357e-cd45-4586-ab47-2d5cb5e43f20,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-12-14 10:45:06.966,2018-12-14:10.45.06,27.08,Back Bay,0.22,1034.02,0.0,0.8,3.03,2018-12-14 10:45:06.000
3028,1.61,Uber,Haymarket Square,Theatre District,17.5,1.0,9405f7e1-0827-4e38-969a-0ae9dc4b31a4,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-27 00:43:39.175,2018-11-27:00.43.39,43.66,Theatre District,0.97,1005.88,0.2154,0.92,11.22,2018-11-27 00:43:39.000
51,3.13,Lyft,Boston University,North Station,16.5,1.0,881e08f4-ec75-4068-810f-6242a3224b60,lyft_plus,Lyft XL,2018-11-28 23:02:09.097,2018-11-28:23.02.09,39.9,North Station,0.98,995.03,0.0,0.64,9.99,2018-11-28 23:02:09.000
3231,1.4,Lyft,Fenway,Back Bay,34.0,2.0,cb958c2c-0a1b-4f15-9ab3-ebc05dc6e71c,lyft_lux,Lux Black,2018-11-26 18:35:09.955,2018-11-26:18.35.09,45.39,Back Bay,1.0,1011.86,0.0,0.87,6.11,2018-11-26 18:35:09.000
3191,2.43,Lyft,Beacon Hill,Fenway,10.5,1.0,76d3d1f5-1cb8-4e48-a13f-957770d4c92a,lyft,Lyft,2018-11-28 17:02:07.361,2018-11-28:17.02.07,41.49,Fenway,0.91,991.51,0.0,0.62,9.19,2018-11-28 17:02:07.000
2493,1.97,Lyft,Back Bay,Haymarket Square,10.5,1.0,f627a275-052f-400b-a39f-be931014f900,lyft,Lyft,2018-11-29 02:06:47.768,2018-11-29:02.06.47,38.4,Haymarket Square,0.51,997.88,0.0,0.7,10.41,2018-11-29 02:06:47.000
1131,2.17,Uber,South Station,North Station,18.5,1.0,d3295997-dead-47a6-8ca3-79ec4319a98d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 19:05:10.072,2018-11-26:19.05.10,45.8,North Station,0.97,1010.98,0.0,0.84,8.03,2018-11-26 19:05:10.000
1612,2.31,Lyft,Fenway,Beacon Hill,16.5,1.0,e5cbcf71-adae-44c6-bff7-8725ed3dfe20,lyft_premier,Lux,2018-11-28 07:33:43.239,2018-11-28:07.33.43,34.99,Beacon Hill,0.15,991.76,0.0,0.8,6.63,2018-11-28 07:33:43.000
1986,1.06,Lyft,North End,North Station,7.0,1.0,45287ae4-51cf-4c3c-bfa9-e846f0262b31,lyft,Lyft,2018-11-28 09:32:18.530,2018-11-28:09.32.18,33.33,North Station,0.42,991.79,0.0,0.84,5.9,2018-11-28 09:32:18.000
2594,1.01,Lyft,North Station,North End,13.5,1.0,ce12336c-8c06-4770-8152-7e0ef31bb21e,lyft_premier,Lux,2018-11-26 19:35:10.934,2018-11-26:19.35.10,45.89,North End,0.91,1010.89,0.0,0.83,8.58,2018-11-26 19:35:10.000
281,3.04,Lyft,West End,Fenway,26.0,1.0,b34550fc-48f2-400b-a93d-9c1f27cc22dd,lyft_lux,Lux Black,2018-11-28 13:02:07.845,2018-11-28:13.02.07,36.85,Fenway,0.63,991.58,0.0,0.7,6.36,2018-11-28 13:02:07.000
1169,0.94,Lyft,Financial District,Haymarket Square,27.5,1.0,0acff4f1-6557-4e89-8b74-e702cf4385e6,lyft_luxsuv,Lux Black XL,2018-11-28 13:32:07.642,2018-11-28:13.32.07,37.96,Haymarket Square,0.55,991.82,0.0,0.69,6.72,2018-11-28 13:32:07.000
3498,2.93,Lyft,Fenway,West End,19.5,1.0,37548dc9-6408-478b-8559-eab82cada510,lyft_premier,Lux,2018-11-29 01:09:23.506,2018-11-29:01.09.23,38.49,West End,0.67,997.22,0.0,0.71,10.07,2018-11-29 01:09:23.000
2262,4.55,Uber,Financial District,Northeastern University,20.5,1.0,256ab02d-ea00-45e5-b5c1-e1820dd7fc2e,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 02:06:46.095,2018-11-29:02.06.46,38.25,Northeastern University,0.51,997.92,0.0,0.71,10.26,2018-11-29 02:06:46.000
1595,3.17,Lyft,Fenway,Theatre District,34.0,1.0,a10f0868-f01a-4191-b42e-453ad3e1749e,lyft_luxsuv,Lux Black XL,2018-11-26 06:49:04.509,2018-11-26:06.49.04,41.12,Theatre District,0.98,1014.34,0.0,0.92,1.81,2018-11-26 06:49:04.000
2328,1.69,Lyft,North Station,South Station,13.5,1.0,975d420b-b6bf-4bf6-8b21-329c4673b185,lyft_plus,Lyft XL,2018-11-28 10:32:07.620,2018-11-28:10.32.07,33.55,South Station,0.17,991.34,0.0,0.83,6.45,2018-11-28 10:32:07.000
1,1.57,Uber,North End,Theatre District,18.0,1.0,e5aa2477-afb5-4b83-a69d-18ee7d2bfd1d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 17:32:07.658,2018-11-28:17.32.07,41.47,Theatre District,0.85,991.67,0.0,0.63,9.93,2018-11-28 17:32:07.000
3194,4.12,Lyft,Financial District,Fenway,45.5,1.0,83e6a118-4eb1-4fd5-99d7-d3d1b7ed908a,lyft_luxsuv,Lux Black XL,2018-11-28 17:02:07.194,2018-11-28:17.02.07,41.49,Fenway,0.91,991.51,0.0,0.62,9.19,2018-11-28 17:02:07.000
220,1.15,Lyft,Financial District,North End,27.5,1.0,2bd2a2c5-c151-489e-80b4-b77a932534c5,lyft_luxsuv,Lux Black XL,2018-11-28 07:33:43.263,2018-11-28:07.33.43,35.02,North End,0.13,991.56,0.0,0.8,6.74,2018-11-28 07:33:43.000
3241,2.78,Uber,Northeastern University,North Station,22.0,1.0,33d84ff0-df84-414c-aff5-0fce3176cf60,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 15:35:09.992,2018-11-26:15.35.09,44.4,North Station,0.89,1014.21,0.0,0.89,4.99,2018-11-26 15:35:09.000
2150,3.2,Lyft,Fenway,North Station,26.0,1.0,10375553-8a72-4baa-ae21-29652fff788a,lyft_lux,Lux Black,2018-11-28 07:31:37.686,2018-11-28:07.31.37,35.01,North Station,0.15,991.75,0.0,0.8,6.61,2018-11-28 07:31:37.000
399,1.97,Uber,Northeastern University,Beacon Hill,14.0,1.0,beea1847-af2e-439a-8a78-b128bd432cc4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26 09:35:10.676,2018-11-26:09.35.10,40.8,Beacon Hill,1.0,1014.74,0.0,0.94,0.56,2018-11-26 09:35:10.000
3603,1.21,Lyft,West End,North End,5.0,1.0,a916c5fe-5751-4e94-89f6-e49e052c373b,lyft_line,Shared,2018-11-29 04:32:07.395,2018-11-29:04.32.07,37.55,North End,0.51,998.73,0.0,0.71,10.03,2018-11-29 04:32:07.000
1904,0.67,Lyft,South Station,Theatre District,3.5,1.0,d6748aca-239f-4775-ab03-d7e8ccf26171,lyft_line,Shared,2018-11-28 07:33:43.286,2018-11-28:07.33.43,34.89,Theatre District,0.13,991.58,0.0,0.8,6.71,2018-11-28 07:33:43.000
2117,2.36,Lyft,Fenway,Beacon Hill,13.5,1.0,b3e9fa18-476c-4610-bb88-e1538511dc3a,lyft_plus,Lyft XL,2018-11-28 14:32:07.959,2018-11-28:14.32.07,38.84,Beacon Hill,0.44,991.94,0.0,0.67,11.2,2018-11-28 14:32:07.000
3180,2.37,Lyft,Back Bay,Haymarket Square,22.5,1.0,a17e134d-b26f-452b-97e6-ae113f725fdf,lyft_lux,Lux Black,2018-11-29 04:09:18.977,2018-11-29:04.09.18,37.64,Haymarket Square,0.59,998.45,0.0,0.71,9.48,2018-11-29 04:09:18.000
448,2.6,Uber,Back Bay,Haymarket Square,19.5,1.0,8ad85bc2-390c-421b-9aee-ca020fef9257,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 23:53:40.942,2018-11-28:23.53.40,39.3,Haymarket Square,0.85,995.95,0.0,0.66,10.54,2018-11-28 23:53:40.000
3672,1.21,Uber,North End,Financial District,7.0,1.0,ffa86818-e08c-4e8e-9267-baa83e1cb1a8,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 13:02:07.861,2018-11-28:13.02.07,36.99,Financial District,0.64,991.56,0.0,0.7,6.66,2018-11-28 13:02:07.000
740,1.15,Lyft,Theatre District,South Station,26.0,1.0,c925c822-58a8-40e9-8382-5f5c8edaacf0,lyft_luxsuv,Lux Black XL,2018-11-28 16:32:08.857,2018-11-28:16.32.08,41.24,South Station,0.67,991.61,0.0,0.63,10.43,2018-11-28 16:32:08.000
1634,2.95,Lyft,Theatre District,Boston University,32.5,1.0,cee8efe5-c00d-4315-8259-71bf0394e303,lyft_luxsuv,Lux Black XL,2018-11-29 08:53:00.561,2018-11-29:08.53.00,37.7,Boston University,0.63,1001.84,0.0,0.69,9.95,2018-11-29 08:53:00.000
2498,3.16,Uber,North End,Back Bay,33.0,1.0,a4702eca-e2ba-43f0-ace2-49125badf722,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 22:42:25.525,2018-11-26:22.42.25,44.57,Back Bay,0.97,1007.93,0.0092,0.88,9.6,2018-11-26 22:42:25.000
837,1.0,Uber,Financial District,Haymarket Square,7.5,1.0,3c3d0cc7-e92f-4301-8660-011997a6273a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 02:32:08.328,2018-11-29:02.32.08,38.05,Haymarket Square,0.37,998.28,0.0,0.71,10.79,2018-11-29 02:32:08.000
2052,1.44,Uber,Boston University,Back Bay,27.0,1.0,aeae9a1e-6995-44a9-a6f9-8d0e4077f0ac,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 07:34:35.409,2018-11-28:07.34.35,35.0,Back Bay,0.15,991.78,0.0,0.8,6.62,2018-11-28 07:34:35.000
1198,1.81,Uber,Northeastern University,Theatre District,8.5,1.0,af6fe409-c441-44ee-aa9d-661d25481aed,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26 19:05:10.072,2018-11-26:19.05.10,45.77,Theatre District,0.97,1010.97,0.0,0.84,8.03,2018-11-26 19:05:10.000
1768,3.39,Uber,North Station,Boston University,11.5,1.0,4d853cc7-b4ea-4589-ad7c-5ce663c6c004,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26 08:21:03.372,2018-11-26:08.21.03,40.9,Boston University,0.97,1014.44,0.0,0.92,1.36,2018-11-26 08:21:03.000
2014,1.14,Lyft,Financial District,North End,11.0,1.0,59ac1856-3941-45c0-9a87-67e86170cae1,lyft_plus,Lyft XL,2018-11-26 22:42:25.427,2018-11-26:22.42.25,44.65,North End,0.97,1007.98,0.0195,0.87,9.67,2018-11-26 22:42:25.000
3416,2.8,Uber,Boston University,West End,23.0,1.0,55707ceb-8a37-4471-8055-69985f79f7dd,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 06:14:17.855,2018-11-26:06.14.17,40.4,West End,1.0,1014.19,0.0,0.92,1.21,2018-11-26 06:14:17.000
1473,1.5,Uber,Back Bay,Fenway,15.0,1.0,356a9876-0b21-48ab-bc53-866454d721d7,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-27 02:15:22.274,2018-11-27:02.15.22,44.11,Fenway,1.0,1003.08,0.117,0.91,13.58,2018-11-27 02:15:22.000
1955,1.41,Uber,Theatre District,North End,7.5,1.0,e464fc20-c311-4177-8786-38cc57365023,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 16:02:08.257,2018-11-28:16.02.08,41.22,North End,0.63,991.55,0.0,0.62,9.88,2018-11-28 16:02:08.000
2546,1.36,Lyft,Beacon Hill,Haymarket Square,2.5,1.0,26ff5343-587d-4148-9c5a-1e6cf5e00253,lyft_line,Shared,2018-11-28 17:32:07.398,2018-11-28:17.32.07,41.38,Haymarket Square,0.85,991.66,0.0,0.64,9.93,2018-11-28 17:32:07.000
2094,3.04,Uber,West End,Boston University,9.0,1.0,fafa269e-79bf-44f7-a43f-bf821db941d7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 23:53:40.282,2018-11-28:23.53.40,39.34,Boston University,0.85,995.99,0.0,0.66,10.35,2018-11-28 23:53:40.000
3756,1.35,Uber,Haymarket Square,Beacon Hill,26.0,1.0,a5089a6d-8fc1-4463-b313-13c82a941660,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 21:35:09.641,2018-11-26:21.35.09,44.56,Beacon Hill,0.91,1009.02,0.0032,0.86,9.42,2018-11-26 21:35:09.000
1094,0.57,Lyft,Financial District,South Station,10.5,1.0,5d05abe4-7d58-4a2e-a62e-339320066175,lyft_plus,Lyft XL,2018-11-29 01:02:08.714,2018-11-29:01.02.08,36.8,South Station,0.71,997.12,0.0,0.76,10.01,2018-11-29 01:02:08.000
2158,2.14,Uber,South Station,West End,7.5,1.0,79c454dc-5e39-4173-b44f-cdddf80fd44a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 14:02:07.439,2018-11-28:14.02.07,38.41,West End,0.48,991.64,0.0,0.67,11.42,2018-11-28 14:02:07.000
2264,2.72,Uber,West End,Fenway,30.5,1.0,5a7f9012-9a74-4074-ae6e-e340ba51dbc1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 16:02:08.746,2018-11-28:16.02.08,41.34,Fenway,0.61,991.57,0.0,0.61,9.94,2018-11-28 16:02:08.000
3735,2.66,Uber,Fenway,Theatre District,16.0,1.0,49495538-534e-44f5-855a-ad595a207d15,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 06:49:50.128,2018-11-29:06.49.50,37.85,Theatre District,0.98,1000.17,0.0,0.69,10.06,2018-11-29 06:49:50.000
2396,1.89,Uber,Theatre District,Northeastern University,8.5,1.0,f4f62b1a-e477-49aa-8573-9fb46c05d996,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-26 06:15:16.411,2018-11-26:06.15.16,40.33,Northeastern University,1.0,1014.17,0.0,0.92,1.14,2018-11-26 06:15:16.000
2966,3.51,Lyft,North Station,Boston University,16.5,1.0,710f8858-ffa7-447c-a707-f644f011f81f,lyft_plus,Lyft XL,2018-11-28 07:34:35.483,2018-11-28:07.34.35,34.99,Boston University,0.16,991.78,0.0,0.8,6.5,2018-11-28 07:34:35.000
2046,1.34,Uber,Fenway,Back Bay,16.0,1.0,dfb792a6-2d74-40d7-8469-09cab79ec626,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 07:34:35.405,2018-11-28:07.34.35,35.0,Back Bay,0.15,991.78,0.0,0.8,6.62,2018-11-28 07:34:35.000
42,3.01,Uber,Boston University,North Station,18.5,1.0,4f8fefe5-726b-497a-a6d7-2a140adc1b44,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 23:02:09.748,2018-11-28:23.02.09,39.9,North Station,0.98,995.03,0.0,0.64,9.99,2018-11-28 23:02:09.000
2307,1.21,Uber,North End,Financial District,30.5,1.0,6909c4d1-5ad5-48c5-92ff-f6f8658a212e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 13:32:07.729,2018-11-28:13.32.07,38.39,Financial District,0.55,991.83,0.0,0.68,6.81,2018-11-28 13:32:07.000
387,2.79,Uber,Beacon Hill,Boston University,7.5,1.0,8fefc251-a19f-48ee-96dd-d1e9b5180b06,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 04:39:58.811,2018-11-29:04.39.58,37.59,Boston University,0.46,998.87,0.0,0.71,9.97,2018-11-29 04:39:58.000
3719,1.3,Uber,Theatre District,South Station,7.5,1.0,e549e39a-2db5-4eec-b841-e72555c0f7a3,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 20:02:07.942,2018-11-28:20.02.07,41.61,South Station,1.0,992.57,0.0,0.63,9.28,2018-11-28 20:02:07.000
